X,Y,Z
37.6605,-10.2254,195.76
42.1211,-11.1934,221.584
43.7384,-11.5536,228.714
37.1558,-7.03006,140.763
44.2492,-8.15976,163.383
32.7361,-7.80627,163.823
35.6254,-6.516,136.746
46.6406,-8.32933,174.8
42.141,-10.4052,221.023
35.536,-8.23052,174.829
42.9293,-7.67316,162.99
43.2304,-7.54651,160.3
37.687,-8.8468,190.235
34.045,-7.6386,164.255
42.3706,-7.68153,165.178
47.1081,-8.24589,177.314
42.1609,-10.1263,220.465
33.6041,-7.48814,163.028
45.6838,-8.34787,181.746
48.1804,-8.58885,186.992
36.694,-6.39903,139.316
35.8164,-6.41926,141.522
39.1982,-6.97802,153.841
33.6273,-7.66854,171.228
32.8415,-7.31863,163.415
33.0459,-7.02396,156.835
41.3628,-8.69717,194.196
35.3147,-6.17949,137.979
48.1453,-8.02942,179.286
32.5811,-7.22951,163.517
33.466,-7.25896,164.183
34.3995,-6.06445,137.165
35.05,-6.02773,136.335
38.4524,-6.41289,145.046
33.1268,-6.71498,153.873
32.8941,-7.02897,163.211
38.7964,-6.66232,154.697
45.3601,-7.64974,177.625
40.1972,-8.72309,205.279
37.0787,-6.89678,162.301
36.0943,-5.86155,137.939
32.6408,-6.92702,165.24
33.2066,-6.79116,162
38.1451,-6.77859,161.7
42.3046,-6.86761,163.823
42.5354,-8.85215,214.09
42.9957,-8.36905,202.406
45.7826,-7.18721,173.823
33.0493,-6.66737,163.517
36.8731,-6.5811,161.401
41.5699,-6.66737,163.517
35.3087,-6.49947,164.008
38.3805,-6.99054,176.4
40.1543,-6.53918,165.01
47.6899,-8.76825,224.505
33.7733,-5.60475,145.642
37.7401,-5.79115,150.486
35.2106,-5.12367,135.153
35.0487,-6.644,177.946
35.0847,-4.90788,133.497
33.1926,-6.06377,167.548
37.6558,-5.21957,144.222
34.3035,-5.67537,159.339
38.0354,-5.13906,146.641
35.9928,-5.93697,172.225
41.3284,-6.22053,180.45
38.2936,-5.25168,152.345
41.0793,-5.58284,161.952
42.483,-5.5845,162
43.3442,-7.26979,214.452
44.5905,-7.27276,214.54
41.1915,-6.35093,187.347
40.1079,-5.80585,171.267
41.1287,-5.45967,161.056
37.5431,-6.40824,192.288
37.9182,-5.51753,165.561
36.6431,-4.92559,147.799
41.9114,-5.40889,162.301
43.2805,-5.42908,162.906
32.7394,-5.33574,162.906
35.0578,-5.40554,165.038
34.9907,-5.30932,162.1
35.9651,-5.07985,155.094
38.9472,-5.26695,160.806
40.3688,-6.45939,204.363
42.1902,-5.12991,162.301
33.3308,-5.16175,166.323
42.9205,-4.95314,162.603
42.3902,-4.84194,162
40.8394,-6.16813,210.405
32.969,-4.29032,162.2
50.8334,-5.07189,191.749
36.7152,-3.59946,139.095
37.4371,-4.85206,191.745
42.5233,-5.41596,214.029
34.7855,-3.34929,132.358
44.3025,-4.05479,167.839
43.9962,-5.14872,218.297
32.9599,-3.81383,161.7
43.3487,-4.76178,201.891
44.7837,-4.0544,171.899
40.4897,-3.59013,159.988
44.6057,-4.83962,221.321
37.2815,-3.87962,177.419
45.2924,-4.23958,193.88
38.4541,-3.53026,161.442
33.0824,-3.45604,162.301
38.8527,-3.66736,172.225
38.0017,-3.34901,157.274
34.5436,-2.98068,139.977
50.4848,-4.00322,187.997
34.6674,-3.72288,179.666
43.6853,-4.39155,211.937
34.3009,-2.86019,138.033
42.893,-3.28172,158.376
38.5967,-3.37853,167.685
36.9406,-3.05138,151.447
37.0023,-3.02804,150.289
34.8873,-3.39813,173.594
43.6136,-4.20023,214.57
43.6745,-4.18253,213.665
44.4951,-3.72843,190.467
43.3224,-4.29188,225.863
33.9732,-3.0975,163.008
38.7607,-3.28995,173.135
38.4953,-3.55028,192.644
46.6479,-4.17071,226.31
42.1389,-3.11793,169.184
43.6325,-3.41891,191.468
43.6434,-3.711,214.716
44.3724,-2.75591,159.456
44.4467,-3.21078,192.144
40.8394,-3.39537,210.405
35.7589,-2.86317,177.425
41.927,-2.62008,162.361
37.5248,-2.51243,161.422
43.1912,-2.46651,158.472
39.3452,-2.22147,154.071
42.91,-2.26054,156.781
39.2993,-2.38171,172.021
42.4201,-2.41356,174.321
45.1546,-2.34812,169.595
39.264,-2.56385,193.17
36.3007,-2.15857,169.973
33.7298,-1.86564,146.906
38.5084,-2.317,191.068
41.06,-2.44965,202.006
34.851,-1.68903,139.284
35.1667,-1.56798,129.301
42.3264,-1.81592,165.375
39.6087,-1.61961,147.496
42.2007,-2.17307,208.795
46.3083,-1.90439,182.98
44.9629,-1.56017,158.64
34.8489,-1.75067,189.022
40.0614,-1.98783,214.628
33.7827,-1.33608,144.258
42.507,-1.58793,171.451
35.501,-1.51329,174.166
45.17,-1.38194,159.049
32.4701,-1.30013,160.197
35.5496,-1.28873,158.792
35.2634,-1.2654,155.918
37.6106,-1.20067,147.942
32.2355,-1.20986,160.399
36.6995,-1.14549,164.349
40.1264,-1.16855,167.657
42.6349,-1.50264,234.901
32.9561,-0.946943,162.595
46.1922,-0.939676,161.347
34.2511,-0.994047,189.307
44.218,-0.914604,195.511
42.3131,-0.737103,157.567
42.2819,-0.727254,155.462
40.1639,-0.665016,162
36.5657,-0.635406,179.895
43.8007,-0.592586,200.258
35.7165,-0.367696,124.259
40.1292,-0.513,214.991
37.2686,-0.400294,167.758
36.2189,-0.357674,149.896
45.2921,-0.197788,159.479
35.4837,-0.127629,191.277
38.5139,-0.0148182,157.16
38.7503,-0.0129961,137.834
45.4598,-0.0150622,159.747
31.9245,0.0749715,156.62
37.4242,0.0864301,180.558
34.2219,0.448295,203.995
41.0501,0.701902,253.345
32.7235,1.00463,198.45
38.9875,0.685294,135.369
30.7572,1.06972,189.821
45.7051,0.997117,160.609
30.053,1.29908,191.568
40.9761,1.721,253.785
46.3086,1.18014,160.47
45.7208,1.26852,160.021
46.4113,1.26736,159.874
40.9234,2.16984,255.269
36.2687,1.23436,127.964
34.9148,2.47411,229.253
38.8281,1.43497,132.965
51.3882,3.63005,319.405
40.2979,1.64743,137.998
40.6993,3.29383,263.275
35.4679,2.89468,221.239
43.4995,3.45155,263.8
29.3597,2.64269,193.506
35.3866,3.06933,224.746
31.2432,2.63333,192.82
48.4492,4.79932,324.216
33.0295,2.33313,157.613
28.8121,2.89794,188.474
43.8849,4.25461,276.708
33.8514,3.35569,210.405
32.7686,2.69517,157.661
29.3296,3.65058,194.04
45.5586,2.97602,158.185
32.4955,3.0648,158.089
44.0107,3.02596,151.605
43.3066,5.56225,263.545
45.8975,3.29141,155.951
40.4071,5.95308,274.608
30.6688,3.97671,183.441
34.6182,4.32584,199.546
44.2314,5.47723,234.096
38.8995,5.73434,239.227
37.689,5.02502,209.635
32.9937,5.0875,207.287
45.0557,3.80922,155.204
40.5899,5.42846,216.133
40.9001,3.49722,139.241
33.4007,4.77261,185.783
41.8682,5.83388,227.095
36.4395,6.10012,232.278
36.9393,6.05127,230.418
36.9952,5.99617,228.32
42.7872,3.84801,146.523
29.7677,4.93071,179.9
35.9116,5.49223,200.387
35.9627,3.42236,124.867
34.798,6.40097,215.521
40.2123,6.47795,218.113
35.4614,6.76887,223.595
43.4193,7.97129,263.314
47.6183,8.09558,267.42
43.2288,8.65763,275.555
41.1126,7.89411,246.754
35.6711,6.578,205.615
45.0796,7.84679,245.275
33.1506,5.01969,156.905
40.4123,4.40146,137.581
41.0779,7.27044,219.401
51.3637,10.2514,304.1
44.4186,8.3822,248.651
29.9947,6.23624,181.901
40.534,7.56103,220.543
33.0295,5.40357,157.613
31.3563,6.17932,174.411
41.2939,5.06131,140.582
33.3774,7.66979,209.697
33.4625,7.50047,205.068
33.8144,7.41197,199.523
31.4172,6.43026,173.096
34.9493,6.89226,185.532
42.6955,10.4602,273.153
42.533,6.01401,157.047
32.7814,6.09668,156.858
42.1986,6.37777,157.141
42.3656,8.50691,206.683
45.2602,6.46812,157.149
41.9035,6.64389,157.047
41.6604,6.00015,141.83
32.5412,6.82181,156.999
36.2352,10.6107,237.923
41.097,12.0632,257.271
39.2149,6.46326,134.553
38.3644,12.6761,254.777
31.6283,8.20414,164.895
43.963,11.1053,223.205
35.1377,7.55766,151.901
35.3618,8.85525,175.955
36.9146,7.96497,156.484
37.6997,7.83026,153.837
42.9006,11.2381,215.928
39.0651,8.14429,156.484
31.0999,9.78811,186.02
41.5017,13.8689,257.955
32.5885,10.6626,198.32
39.8716,8.50293,156.484
36.9613,8.5619,155.925
30.6318,9.92766,178.93
34.195,7.85202,141.52
37.9898,8.68225,156.484
43.0123,11.4743,204.691
33.271,8.41688,150.15
39.2162,8.76563,156.372
37.9899,7.4846,132.168
44.4287,8.58216,151.55
33.5532,11.721,204.905
35.3271,12.7771,221.151
32.0427,10.9578,187.8
34.2841,9.75915,167.257
32.4881,9.17103,157.177
33.0615,9.13055,156.484
35.7497,9.13055,156.484
43.4866,10.8354,183.896
40.5884,9.22021,156.484
35.6186,11.3234,188.512
32.9747,10.0562,167.416
39.0847,9.38272,156.204
38.8933,11.3789,187.646
42.7931,10.7142,176.685
35.9792,9.54464,155.925
32.2129,11.106,179.749
33.6888,9.66851,156.484
50.4937,10.7257,173.594
38.8859,9.75817,156.484
50.8029,19.7713,311.335
36.4908,9.91971,156.204
38.1142,8.42079,132.6
33.7693,11.4872,179.269
32.942,10.7483,167.738
36.3356,11.3588,177.265
38.2323,10.0627,155.647
34.1502,13.9166,211.509
37.743,10.3672,156.204
43.809,10.1156,152.413
43.3738,14.0896,208.686
37.4211,10.6205,155.98
29.7875,12.5339,182.546
40.4467,13.3251,194.068
37.9219,10.7252,156.204
49.1879,11.6569,169.773
37.2292,10.9741,155.925
37.9983,9.30411,132.197
37.9219,11.0832,156.204
36.8852,11.1567,155.98
43.2873,19.6788,272.939
33.5877,14.3862,199.533
37.2554,13.141,182.262
38.2797,11.2622,156.204
40.5158,11.3517,156.204
30.9826,12.8685,175.69
38.676,11.6318,156.36
32.663,14.5461,194.04
42.6472,15.6844,209.225
36.872,11.6888,155.925
34.7292,11.7781,155.925
44.9439,13.8858,183.827
35.2911,11.8463,155.647
33.4351,16.4031,213.908
39.0651,12.0893,156.484
39.9791,12.0677,156.204
33.2577,11.4421,145.941
43.3998,21.1532,267.846
38.0327,12.3142,155.925
35.8387,12.3858,155.702
36.5149,12.6715,155.925
38.007,18.8634,230.492
38.0812,12.9257,155.758
31.9648,13.6002,162.762
38.8824,13.7726,164.825
44.8895,13.0756,156.484
32.6328,17.7598,211.095
42.7634,17.7209,209.208
36.5382,14.9686,174.357
33.178,17.1507,198.45
44.6829,13.4348,155.453
38.7052,20.2795,233.107
33.5977,13.6299,155.647
45.7875,24.9075,282.582
36.7827,13.7436,155.925
51.2914,23.4692,261.171
38.5501,14.8288,165.019
35.9832,17.1188,189.295
36.2257,14.7261,161.812
35.556,19.9791,214.14
37.0077,14.5849,155.37
44.0314,14.5285,151.08
44.6176,15.0461,155.536
35.6554,12.1646,123.554
36.4023,12.4631,124.414
42.1417,27.0748,265.716
37.9904,13.4942,132.434
41.5918,15.9723,155.878
40.356,14.5407,139.566
45.2963,16.1925,155.42
42.1733,16.452,157.047
41.1202,27.1174,254.678
49.4989,-23.2375,255.773
39.8999,-13.3344,149.026
49.4953,-22.8707,257.584
35.4332,-12.8229,184.402
46.3038,-16.3088,239.263
44.1369,-11.2096,166.13
44.0602,-10.9909,164.564
46.3026,-15.8189,241.833
44.3586,-10.4688,165.255
38.2496,-11.926,199.059
35.8552,-7.96204,132.896
38.2171,-11.5597,197.477
35.9468,-7.50524,132.897
47.9886,-13.8099,250.639
43.7252,-12.1556,229.194
40.8339,-8.00661,150.965
35.9135,-9.78406,186.901
43.7449,-11.4891,228.474
35.5382,-8.91802,179.804
38.7779,-7.29596,147.1
44.2788,-8.11931,163.701
35.5046,-8.45092,177.78
42.3362,-7.75548,163.15
39.6232,-7.05304,148.373
42.1211,-10.3808,221.584
43.2293,-10.2465,218.717
35.5416,-8.19637,174.955
42.966,-7.5961,162.142
43.1224,-7.50694,160.239
34.045,-7.58213,164.255
42.6696,-7.65122,165.751
42.9187,-7.53499,163.234
35.0806,-7.74776,170.381
41.6071,-7.46919,164.255
44.6611,-7.78513,171.203
34.9925,-8.01257,178.909
32.8422,-7.33969,163.885
47.6641,-10.1311,226.212
41.332,-8.72823,194.889
35.4399,-5.97417,133.395
35.546,-7.87601,178.602
51.146,-11.0651,250.92
41.6427,-7.32905,166.199
42.0764,-7.22701,163.885
41.5325,-7.09834,163.517
35.3665,-7.72522,180.821
35.4054,-5.78323,135.366
50.8053,-10.4421,248.411
35.5532,-7.11602,169.286
44.7971,-9.47023,229.038
39.043,-8.11131,196.172
43.7559,-8.53082,206.318
37.1249,-6.71579,162.422
38.2322,-6.63678,160.511
35.0822,-5.6198,135.915
44.6486,-7.02141,169.813
33.0674,-6.66361,163.885
40.08,-6.593,164.937
33.0313,-6.40938,163.15
35.2866,-6.45278,164.255
34.3833,-6.22785,158.529
32.7795,-5.96573,154.562
40.7251,-6.32557,163.885
42.934,-6.2558,165.017
35.0487,-6.62361,177.946
42.4988,-6.03227,162.06
35.0852,-6.36335,177.512
46.5019,-6.39013,178.259
35.0156,-5.74921,163.517
34.4381,-5.5651,158.28
38.492,-5.80523,168.403
39.3332,-5.61157,162.785
41.0093,-5.62667,163.223
38.5026,-5.12845,148.77
42.44,-5.56426,161.413
31.5786,-5.36054,158.668
36.282,-6.07505,179.816
38.0937,-6.20923,183.788
39.5497,-6.10262,180.633
44.278,-6.7475,199.721
40.104,-5.78849,171.335
39.249,-5.2348,154.946
39.4447,-5.21843,154.461
43.3452,-5.51197,163.15
31.8275,-5.40479,163.301
34.817,-5.41599,163.639
38.3175,-5.54839,167.64
45.5641,-6.2235,188.037
40.3558,-5.40483,163.302
36.248,-5.84221,180.262
34.974,-5.25945,162.281
35.9657,-5.03906,155.481
31.4472,-5.04716,159.106
35.3129,-5.14851,162.301
36.8771,-5.8309,187.885
36.1795,-5.62219,181.159
42.276,-4.91802,162.06
42.9126,-4.94002,162.785
42.0872,-5.43248,207.176
34.5471,-4.44762,174.184
44.7879,-5.38092,222.731
42.8881,-5.12872,218.51
35.714,-4.11244,175.211
39.4413,-4.30921,183.595
38.6633,-3.48789,148.602
40.1929,-3.57862,152.468
40.3394,-4.53959,199.247
44.8184,-4.71538,213.402
45.2882,-4.28782,194.053
45.5743,-4.22778,191.335
42.5464,-3.72144,168.42
40.0118,-4.20243,196.296
39.5336,-3.43439,160.421
39.0926,-3.58707,173.112
35.0178,-3.15556,152.288
34.3009,-2.86019,138.033
43.1359,-3.32987,160.7
49.622,-3.80137,183.454
44.1371,-3.78875,189.12
36.9844,-3.01497,150.496
44.1,-4.48815,231.994
34.6231,-3.48586,180.185
34.9317,-3.3266,171.953
39.384,-2.84577,147.099
43.4375,-4.05823,217.502
46.6445,-4.22696,226.545
43.945,-3.94286,211.318
38.7563,-3.23171,173.204
35.3751,-2.90515,155.702
39.7658,-2.73222,152.037
44.3683,-2.75793,159.572
35.1339,-2.97069,179.003
43.295,-3.54892,213.845
37.4071,-2.51209,151.37
45.3265,-3.63554,228.533
46.5985,-3.68648,231.735
36.1677,-2.54012,159.674
38.0504,-2.3451,147.415
46.3222,-3.64317,239.358
37.1011,-2.43399,159.914
48.6706,-2.66237,183.195
44.2012,-2.68552,193.964
44.0899,-2.87518,218.513
41.5383,-2.56054,194.601
39.6262,-1.93747,147.248
45.2426,-2.95732,237.148
44.4758,-2.21965,177.994
39.7228,-1.8221,146.114
46.3167,-2.38046,202.029
39.1084,-1.69917,153.144
42.364,-1.82588,164.564
35.4577,-1.46563,132.095
43.7327,-2.3519,225.978
46.6093,-2.40417,231
44.3655,-1.88948,181.547
36.8079,-1.51233,145.309
43.1173,-2.24534,231
41.0731,-1.82008,201.503
49.585,-1.91346,211.84
44.7806,-1.63222,180.705
45.163,-1.43872,159.281
43.016,-1.93743,232.167
41.2168,-1.39763,182.519
42.0981,-1.27261,166.193
35.5127,-1.10958,159.197
50.4805,-1.49004,213.783
37.6989,-1.09996,157.816
46.1838,-1.01589,161.706
41.16,-1.13741,203.3
40.1659,-0.726846,148.118
48.3917,-0.901488,213.641
42.4135,-0.74706,177.044
34.4623,-0.586813,139.067
41.5193,-0.721889,204.381
37.8112,-0.488163,171.615
37.2784,-0.476823,167.629
41.0697,-0.483487,169.971
36.5156,-0.361941,127.242
36.4745,-0.413876,191.879
37.1212,-0.33909,157.207
45.4115,-0.235335,160.157
32.6859,-0.137417,175.761
31.8855,-0.014797,156.958
39.9461,-0.015367,163.004
35.7965,-0.0120183,127.483
45.2955,-0.0150237,159.362
36.4887,0.104444,176.045
42.4855,0.190533,148.757
38.2248,0.447596,227.39
40.4782,0.663968,249.992
38.1508,0.607737,228.82
34.3641,0.870297,215.897
31.0885,1.02495,189.588
38.9772,0.732512,135.495
48.9452,2.11264,311.538
41.8675,1.76847,260.785
37.1889,0.885133,130.525
46.3076,1.20232,160.977
46.419,1.30679,160.216
40.6151,2.24701,254.072
38.7338,1.39939,136.938
33.8436,2.58814,223.227
51.3549,3.70878,319.881
40.4822,3.16466,257.671
46.6636,1.96414,159.923
46.3817,1.93857,157.841
36.4436,3.06201,236.096
34.126,2.75684,212.565
33.8436,3.04859,223.227
51.714,4.47576,327.729
33.5668,2.83118,207.307
31.9119,3.20764,213.387
36.3551,3.57218,237.638
33.0172,2.37096,157.727
44.0062,4.38391,278.882
32.0529,2.53726,154.644
30.1205,3.82333,199.575
45.0149,2.99782,156.484
35.5202,3.43503,173.094
38.3458,4.96221,233.845
40.9786,2.95923,139.454
28.9062,4.31378,196.908
29.9133,3.91441,178.678
30.4812,3.8619,176.281
32.217,4.53427,200.674
43.6281,6.24693,268.307
35.2002,4.45638,191.403
38.4437,4.74296,203.712
31.4983,3.83029,164.512
36.5303,5.31767,221.844
43.1273,5.7501,239.884
45.0951,3.7309,155.647
32.726,5.09176,206.496
44.3017,5.99354,236.474
41.0074,3.53701,139.552
29.1168,4.84589,186.144
39.1276,6.29089,241.651
36.1145,3.22209,123.77
36.2541,6.03406,225.821
43.5162,6.68517,243.912
35.9506,3.42529,124.974
29.3557,5.15943,183.638
32.0672,6.28742,218.44
36.5276,6.6484,225.593
31.2161,5.27677,174.969
40.2221,6.57136,217.895
35.9506,3.769,124.974
42.4733,8.3027,269.167
41.1763,7.95752,246.967
43.3604,8.04794,249.773
45.0657,7.92527,245.966
33.0905,5.0602,157.047
31.4323,6.63447,197.477
36.768,7.65513,223.288
33.7416,6.85343,199.904
32.9531,6.35685,185.419
32.5301,5.3277,155.4
28.9278,6.92367,197.982
32.2848,6.13921,175.55
35.5617,6.58997,188.44
31.3563,6.21929,174.411
42.7378,9.75919,268.505
51.0878,11.4194,314.183
32.6999,5.7342,157.765
36.3129,7.90303,213.4
34.9301,6.87977,185.769
38.9826,4.91298,132.662
35.1293,7.31477,193.915
33.7887,6.68086,177.11
42.5249,6.03852,157.216
49.6142,9.29693,237.794
46.0497,6.29352,158.191
42.1704,6.35823,157.103
50.6547,10.1941,247.675
38.6973,5.62932,134.522
41.8616,6.68469,157.16
38.0635,7.9638,184.254
37.0811,5.467,126.487
35.9506,5.6594,124.974
42.7444,12.4765,267.392
42.0594,6.69417,143.468
45.4685,14.2125,295.879
39.7919,6.5661,136.694
42.2473,13.8311,279.925
32.2582,9.928,200.931
33.8046,8.75512,177.193
33.7316,8.60969,171.859
44.8143,11.3181,222.862
36.8429,7.94704,156.484
38.2407,8.05464,156.484
37.1319,9.76527,187.217
39.101,8.16222,156.484
45.1002,14.2954,270.501
32.0407,10.6388,198.726
45.0262,14.7,274.585
35.7676,8.485,156.484
36.9784,8.57415,156.148
39.8536,8.59259,156.484
29.3302,10.3343,185.875
30.608,9.96041,179.15
39.2505,9.84328,177.044
37.9182,8.70018,156.484
41.7828,11.3089,200.921
39.827,10.6738,189.636
39.2085,8.80778,156.484
36.7818,7.30221,128.169
39.139,7.60628,133.506
38.4683,13.5837,235.579
34.8064,9.78013,169.615
41.5591,15.1693,259.978
32.1454,11.0225,188.908
36.1393,10.2074,174.939
44.6307,12.3189,211.127
35.7676,9.13055,156.484
36.8204,9.17893,155.481
41.0167,9.35628,158.485
43.5474,13.9402,230.755
32.926,10.0988,167.169
45.3744,13.2689,219.643
37.9182,9.45333,156.484
36.0128,9.5404,156.148
32.224,11.1169,179.926
33.6171,9.66851,156.484
38.8025,9.75513,156.148
50.8863,19.897,311.627
36.1602,11.2887,176.805
36.4128,9.99129,156.484
36.3877,8.09577,126.796
48.1432,16.5239,256.041
34.9192,11.4816,177.909
38.2911,10.0556,155.813
32.4935,13.2834,201.534
37.9754,8.72196,132.328
37.7295,10.3993,156.148
32.3725,13.1439,193.367
37.4346,10.5913,155.813
43.7691,14.4514,210.472
37.8368,10.7214,156.148
37.9084,9.00517,131.153
36.0966,14.8825,210.429
35.2182,11.7446,166.061
34.6348,10.2543,144.989
37.8368,11.1508,156.148
34.7348,15.8021,219.171
35.1547,15.0779,209.127
36.8711,11.2582,156.148
38.266,11.3655,156.148
40.4119,11.3655,156.148
31.1249,13.0188,177.187
35.1862,11.5555,155.813
41.1998,15.129,202.125
35.1225,11.7128,156.484
35.8588,11.6377,155.481
43.4783,13.782,184.129
32.711,14.7591,195.388
34.7579,11.7697,155.813
38.3483,11.8203,156.484
35.2806,11.8726,155.758
31.2691,15.3751,199.904
37.0564,9.90769,128.818
39.0775,12.1693,156.821
38.2324,18.6477,236.122
38.2694,12.8368,162.543
37.9956,12.386,155.481
35.8286,12.5196,155.813
37.3432,18.6114,227.731
36.4419,12.7612,156.148
38.3161,12.7067,155.481
38.077,12.9482,155.813
38.4602,16.4183,195.95
38.8656,13.8313,165.075
46.4983,13.5759,162.027
32.0242,17.5258,207.466
41.3087,17.2591,202.659
40.3472,16.3076,191.487
32.6235,13.3795,155.846
50.7922,26.5822,307.173
51.0162,26.4794,305.985
44.6753,13.4718,155.675
30.7623,16.7024,189.987
33.5802,13.6981,155.813
36.7922,13.8052,155.813
43.9444,20.1449,223.892
36.2862,13.9895,155.481
31.8994,15.2144,167.811
36.2619,14.6476,161.56
39.79,14.1266,155.813
39.2547,14.448,155.813
39.5759,14.448,155.813
35.2636,19.9216,213.262
32.2201,16.7412,179.216
37.0063,14.6623,155.813
42.7216,14.1129,146.758
39.6003,13.3967,138.322
42.1425,14.4506,144.089
32.4869,20.84,204.988
41.5031,15.9478,155.813
45.1213,16.1314,157.606
49.5,-23.1886,255.235
49.4957,-22.9607,257.402
43.1882,-14.4111,161.556
37.5121,-12.2478,139.892
48.1828,-17.5967,250.574
44.3437,-11.4766,165.369
38.2944,-13.4348,198.299
48.6714,-12.4117,183.198
46.3026,-15.7856,241.833
35.8552,-8.56511,132.896
44.3816,-10.5305,165.51
46.3003,-14.7238,240.784
35.8991,-8.02669,133.059
38.2363,-11.568,197.156
36.6756,-7.61623,135.522
43.7449,-12.6516,228.474
40.2675,-8.86031,160.008
43.0932,-8.95397,161.7
40.9609,-8.1315,151.357
42.1402,-11.5107,221.045
43.7684,-11.8529,227.617
42.1688,-11.1054,220.243
37.6873,-9.47709,191.076
45.354,-8.51991,171.777
46.3535,-8.49541,171.283
39.1636,-7.24807,151.164
32.0214,-7.61861,161.674
33.451,-7.76478,164.776
39.7517,-7.07276,150.09
41.2914,-7.23409,153.514
35.7539,-8.64567,186.738
32.8499,-7.58417,163.811
42.6696,-7.67401,165.751
35.608,-6.32299,136.571
35.2908,-6.20777,134.082
35.5389,-8.1256,178.69
35.0596,-7.75866,170.621
41.9862,-7.53725,165.751
35.3665,-8.07333,180.821
41.444,-7.37697,165.225
41.2693,-6.8715,153.903
36.4803,-7.42267,169.378
39.7172,-6.84889,156.285
31.9844,-7.06121,164.222
33.4524,-7.17273,166.815
43.6647,-9.0283,209.97
50.8248,-10.4732,248.34
39.5552,-7.95855,188.712
38.1282,-6.83758,162.132
42.9004,-6.98331,165.587
46.2958,-7.41795,175.894
34.0341,-7.1949,174.009
50.8147,-10.3919,251.328
37.7731,-7.5104,181.639
35.6396,-6.94843,168.048
36.9599,-6.68594,161.7
38.2538,-6.63288,160.416
35.0673,-6.48832,163.443
35.187,-6.43627,162.132
40.4304,-6.61612,166.662
35.0634,-6.76381,177.773
42.482,-6.04574,162.422
39.3776,-5.60339,153.95
35.0358,-5.80884,163.296
34.4308,-5.62211,158.047
40.1936,-7.0809,203.783
35.2897,-6.13999,176.704
37.4917,-6.39117,183.933
34.2233,-5.7411,165.225
37.1249,-5.64371,162.422
39.2741,-5.66394,163.004
39.7444,-5.50566,158.449
48.1337,-6.4762,186.38
35.9728,-5.55934,163.885
38.0668,-5.60903,165.35
46.2744,-6.72207,198.161
43.423,-5.54435,163.443
36.2616,-5.96025,180.083
35.0814,-5.4536,164.776
35.9896,-5.13718,155.215
35.431,-4.83397,146.054
40.3169,-6.56921,203.557
35.326,-5.23312,162.156
42.2311,-5.26047,163.004
37.2991,-5.87321,186.765
42.2726,-4.9648,162.132
42.9031,-4.99149,163.004
32.8756,-4.29089,161.941
50.8316,-5.06955,191.329
34.5214,-4.45589,173.574
40.7102,-5.21557,209.912
37.8212,-4.66688,187.829
38.9466,-4.76319,198.29
34.0343,-4.01087,166.971
48.486,-5.42848,225.986
41.0354,-3.78065,157.387
50.4525,-5.78832,249.537
44.0995,-3.87438,167.026
45.7605,-5.00208,223.595
38.6114,-3.62225,161.916
43.0834,-3.80496,170.083
41.2835,-4.24368,196.958
41.904,-3.63532,168.723
49.6211,-3.96273,183.918
35.3349,-3.23833,156.282
41.0138,-3.69147,178.15
36.802,-3.26559,157.598
37.8753,-3.24621,156.662
32.299,-3.34194,167.971
48.0194,-3.92498,197.275
41.895,-3.38994,170.383
43.1116,-3.20862,161.27
40.2615,-4.0451,212.108
34.7516,-3.31852,174.009
35.3163,-3.27772,171.87
34.1065,-2.86637,150.301
33.9493,-2.97867,163.252
43.9031,-3.56897,195.605
42.8803,-2.99131,163.944
37.7593,-2.85725,164.014
44.0083,-3.71844,224.06
43.1695,-3.54344,213.515
37.3914,-2.51523,151.559
32.4976,-2.65391,168.281
33.3919,-2.65882,168.593
37.1625,-2.26936,143.898
48.6706,-2.73795,183.195
38.0741,-2.10269,140.69
33.5052,-2.36897,167.768
41.6756,-2.75339,194.993
38.3598,-2.37834,168.432
42.7987,-2.97196,223.533
39.6354,-1.95917,147.357
35.3997,-2.19233,175.803
47.1947,-2.36183,189.396
43.3332,-1.9847,159.153
36.6864,-1.86239,159.927
44.7218,-2.05598,176.551
35.6407,-1.90736,176.278
34.5774,-1.85294,185.384
34.9806,-1.81051,181.139
35.014,-1.71694,171.777
44.9395,-1.83909,183.999
43.5665,-1.7048,185.909
42.5777,-1.57731,172.006
45.1705,-1.45945,159.153
38.197,-1.42541,170.81
37.4997,-1.38407,165.856
34.6663,-1.13834,136.41
42.5713,-1.28472,170.842
35.9503,-1.34386,200.731
36.0427,-1.1705,199.411
41.1797,-1.19066,202.846
33.2727,-0.782328,155.079
37.7812,-0.871586,172.772
40.5418,-0.753442,149.353
35.1875,-0.656703,155.63
37.4391,-0.638208,151.247
37.8112,-0.58256,171.615
33.5963,-0.483257,142.362
42.7728,-0.600566,176.92
39.9335,-0.472133,139.085
36.5029,-0.491994,191.475
35.0453,-0.40417,157.295
43.1112,-0.4032,231.137
36.271,-0.0168436,178.667
36.5213,-0.0165564,175.62
37.6494,-0.0144349,153.117
41.4199,-0.01392,147.654
45.4276,-0.0150457,159.595
40.4922,0.387443,249.022
31.8432,0.454732,190.989
47.1217,0.948312,295.792
30.5234,0.90242,185.83
38.9608,0.658967,135.697
34.2048,1.419,218.097
37.1797,0.849847,130.619
39.8721,2.03092,248.996
45.648,1.58185,161.304
46.9896,3.28916,309.375
51.3514,3.39192,319.04
